player_tm_id,club_name,club_tm_id,player_name,position,market_value,shirt_number,profile_url,dob,age,height_cm,second_nationality,detailed_position,strong_foot,current_club,nationality,player_name_normalised
447661,Aston Villa,405,Douglas Luiz,Central Midfield,€20.00m,21,https://www.transfermarkt.com/douglas-luiz/profil/spieler/447661,1998-05-09,,177.0,,Midfield - Central Midfield,right,Aston Villa,Brazil,douglas luiz
193116,Aston Villa,405,John McGinn,Central Midfield,€15.00m,7,https://www.transfermarkt.com/john-mcginn/profil/spieler/193116,1994-10-18,,178.0,,Midfield - Central Midfield,left,Aston Villa,Scotland,john mcginn
131978,Aston Villa,405,Ross Barkley,Central Midfield,€5.00m,6,https://www.transfermarkt.com/ross-barkley/profil/spieler/131978,1993-12-05,,189.0,,Midfield - Central Midfield,right,Aston Villa,England,ross barkley
503743,Aston Villa,405,Morgan Rogers,Attacking Midfield,€80.00m,27,https://www.transfermarkt.com/morgan-rogers/profil/spieler/503743,2002-07-26,,187.0,,Midfield - Attacking Midfield,right,Aston Villa,England,morgan rogers
565822,Aston Villa,405,Harvey Elliott,Attacking Midfield,€22.00m,9,https://www.transfermarkt.com/harvey-elliott/profil/spieler/565822,2003-04-04,,170.0,,Midfield - Attacking Midfield,left,Aston Villa,England,harvey elliott
401173,Aston Villa,405,Jadon Sancho,Left Winger,€20.00m,19,https://www.transfermarkt.com/jadon-sancho/profil/spieler/401173,2000-03-25,,180.0,,Attack - Left Winger,right,Aston Villa,"England
  Jamaica",jadon sancho
321247,Aston Villa,405,Emiliano Buendía,Left Winger,€18.00m,10,https://www.transfermarkt.com/emiliano-buendia/profil/spieler/321247,1996-12-25,,172.0,,Attack - Left Winger,right,Aston Villa,"Argentina
  Spain",emiliano buendia
387626,Aston Villa,405,Leon Bailey,Right Winger,€16.00m,31,https://www.transfermarkt.com/leon-bailey/profil/spieler/387626,1997-08-09,,178.0,,Attack - Right Winger,left,Aston Villa,Jamaica,leon bailey
1005583,Aston Villa,405,Alysson,Right Winger,€10.00m,47,https://www.transfermarkt.com/alysson/profil/spieler/1005583,2006-05-05,,184.0,,Attack - Right Winger,left,Aston Villa,Brazil,alysson
324358,Aston Villa,405,Ollie Watkins,Centre-Forward,€30.00m,11,https://www.transfermarkt.com/ollie-watkins/profil/spieler/324358,1995-12-30,,180.0,,Attack - Centre-Forward,right,Aston Villa,England,ollie watkins
331726,Aston Villa,405,Tammy Abraham,Centre-Forward,€20.00m,18,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,1997-10-02,,194.0,,Attack - Centre-Forward,right,Aston Villa,"England
  Nigeria",tammy abraham
340918,Brentford,1148,Caoimhín Kelleher,Goalkeeper,€25.00m,1,https://www.transfermarkt.com/caoimhin-kelleher/profil/spieler/340918,1998-11-23,,,,,,,Ireland,caoimhin kelleher
488935,Brentford,1148,Hákon Valdimarsson,Goalkeeper,€2.50m,12,https://www.transfermarkt.com/hakon-valdimarsson/profil/spieler/488935,2001-10-13,,,,,,,Iceland,hakon valdimarsson
456292,Brentford,1148,Ellery Balcombe,Goalkeeper,€400k,31,https://www.transfermarkt.com/ellery-balcombe/profil/spieler/456292,1999-10-15,,190.0,,Goalkeeper,right,Brentford FC,"England
  St. Vincent & Grenadinen",ellery balcombe
1008553,Brentford,1148,Julian Eyestone,Goalkeeper,-,41,https://www.transfermarkt.com/julian-eyestone/profil/spieler/1008553,2006-04-21,,200.0,,Goalkeeper,right,Brentford FC B,United States,julian eyestone
541231,Brentford,1148,Sepp van den Berg,Centre-Back,€32.00m,4,https://www.transfermarkt.com/sepp-van-den-berg/profil/spieler/541231,2001-12-20,,192.0,,Defender - Centre-Back,right,Brentford FC,Netherlands,sepp van den berg
469050,Brentford,1148,Nathan Collins,Centre-Back,€30.00m,22,https://www.transfermarkt.com/nathan-collins/profil/spieler/469050,2001-04-30,,193.0,,Defender - Centre-Back,right,Brentford FC,Ireland,nathan collins
328658,Brentford,1148,Kristoffer Ajer,Centre-Back,€18.00m,20,https://www.transfermarkt.com/kristoffer-ajer/profil/spieler/328658,1998-04-17,,198.0,,Defender - Centre-Back,right,Brentford FC,Norway,kristoffer ajer
442248,Brentford,1148,Ethan Pinnock,Centre-Back,€4.00m,5,https://www.transfermarkt.com/ethan-pinnock/profil/spieler/442248,1993-05-29,,194.0,,Defender - Centre-Back,left,Brentford FC,"Jamaica
  England",ethan pinnock
339556,Brentford,1148,Rico Henry,Left-Back,€15.00m,3,https://www.transfermarkt.com/rico-henry/profil/spieler/339556,1997-07-08,,170.0,,Defender - Left-Back,left,Brentford FC,"Jamaica
  England",rico henry
823486,Brentford,1148,Michael Kayode,Right-Back,€35.00m,33,https://www.transfermarkt.com/michael-kayode/profil/spieler/823486,2004-07-10,,179.0,,Defender - Right-Back,right,Brentford FC,"Italy
  Nigeria",michael kayode
591949,Brentford,1148,Aaron Hickey,Right-Back,€16.00m,2,https://www.transfermarkt.com/aaron-hickey/profil/spieler/591949,2002-06-10,,185.0,,Defender - Right-Back,both,Brentford FC,Scotland,aaron hickey
270171,Brentford,1148,Vitaly Janelt,Defensive Midfield,€18.00m,27,https://www.transfermarkt.com/vitaly-janelt/profil/spieler/270171,1998-05-10,,184.0,,Midfield - Defensive Midfield,left,Brentford FC,"Germany
  Bosnia-Herzegovina",vitaly janelt
61651,Brentford,1148,Jordan Henderson,Defensive Midfield,€2.00m,6,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651,1990-06-17,,182.0,,Midfield - Defensive Midfield,right,Brentford FC,England,jordan henderson
717411,Brentford,1148,Yegor Yarmolyuk,Central Midfield,€30.00m,18,https://www.transfermarkt.com/yegor-yarmolyuk/profil/spieler/717411,2004-03-01,,180.0,,Midfield - Central Midfield,right,Brentford FC,Ukraine,yegor yarmolyuk
319859,Brentford,1148,Mathias Jensen,Central Midfield,€12.00m,8,https://www.transfermarkt.com/mathias-jensen/profil/spieler/319859,1996-01-01,,180.0,,Midfield - Central Midfield,right,Brentford FC,Denmark,mathias jensen
340321,Brentford,1148,Josh Dasilva,Central Midfield,€2.00m,10,https://www.transfermarkt.com/josh-dasilva/profil/spieler/340321,1998-10-23,,184.0,,Midfield - Central Midfield,left,Brentford FC,"England
  Angola",josh dasilva
644401,Brentford,1148,Keane Lewis-Potter,Left Midfield,€25.00m,23,https://www.transfermarkt.com/keane-lewis-potter/profil/spieler/644401,2001-02-22,,170.0,,Midfield - Left Midfield,right,Brentford FC,England,keane lewis-potter
540941,Brentford,1148,Mikkel Damsgaard,Attacking Midfield,€30.00m,24,https://www.transfermarkt.com/mikkel-damsgaard/profil/spieler/540941,2000-07-03,,180.0,,Midfield - Attacking Midfield,right,Brentford FC,Denmark,mikkel damsgaard
683620,Brentford,1148,Antoni Milambo,Attacking Midfield,€20.00m,17,https://www.transfermarkt.com/antoni-milambo/profil/spieler/683620,2005-04-03,22.0,179.0,,Midfield - Attacking Midfield,right,Brentford FC,"Netherlands
  DR Congo",antoni milambo
559263,Brentford,1148,Fábio Carvalho,Attacking Midfield,€10.00m,14,https://www.transfermarkt.com/fabio-carvalho/profil/spieler/559263,2002-08-30,,170.0,,Midfield - Attacking Midfield,right,Brentford FC,Portugal,fabio carvalho
473050,Brentford,1148,Kevin Schade,Left Winger,€35.00m,7,https://www.transfermarkt.com/kevin-schade/profil/spieler/473050,2001-11-27,,185.0,,Attack - Left Winger,right,Brentford FC,"Germany
  Nigeria",kevin schade
340325,Brentford,1148,Reiss Nelson,Left Winger,€12.00m,11,https://www.transfermarkt.com/reiss-nelson/profil/spieler/340325,1999-12-10,,175.0,,Attack - Left Winger,right,Brentford FC,"England
  Jamaica",reiss nelson
823231,Brentford,1148,Dango Ouattara,Right Winger,€35.00m,19,https://www.transfermarkt.com/dango-ouattara/profil/spieler/823231,2002-02-11,,177.0,,Attack - Right Winger,left,Brentford FC,Burkina Faso,dango ouattara
1091562,Brentford,1148,Romelle Donovan,Right Winger,€3.50m,45,https://www.transfermarkt.com/romelle-donovan/profil/spieler/1091562,2006-11-30,,171.0,,Attack - Right Winger,left,Brentford FC,"England
  St. Kitts & Nevis",romelle donovan
739443,Brentford,1148,Igor Thiago,Centre-Forward,€50.00m,9,https://www.transfermarkt.com/igor-thiago/profil/spieler/739443,2001-06-26,,191.0,,Attack - Centre-Forward,right,Brentford FC,"Brazil
  Bulgaria",igor thiago
1011936,Brentford,1148,Kaye Furo,Centre-Forward,€8.00m,47,https://www.transfermarkt.com/kaye-furo/profil/spieler/1011936,2007-02-06,,190.0,,Attack - Centre-Forward,right,Brentford FC,"Belgium
  Nigeria",kaye furo
565093,Brighton & Hove Albion,1237,Bart Verbruggen,Goalkeeper,€40.00m,1,https://www.transfermarkt.com/bart-verbruggen/profil/spieler/565093,2002-08-18,,194.0,,Goalkeeper,right,Brighton & Hove Albion,Netherlands,bart verbruggen
73564,Brighton & Hove Albion,1237,Jason Steele,Goalkeeper,€750k,23,https://www.transfermarkt.com/jason-steele/profil/spieler/73564,1990-08-18,,188.0,,Goalkeeper,right,Brighton & Hove Albion,"England
  Scotland",jason steele
406556,Brighton & Hove Albion,1237,Tom McGill,Goalkeeper,€500k,38,https://www.transfermarkt.com/tom-mcgill/profil/spieler/406556,2000-03-25,,185.0,,Goalkeeper,right,Brighton & Hove Albion,"Canada
  England",tom mcgill
576314,Brighton & Hove Albion,1237,Jan Paul van Hecke,Centre-Back,€35.00m,6,https://www.transfermarkt.com/jan-paul-van-hecke/profil/spieler/576314,2000-06-08,,189.0,,Defender - Centre-Back,right,Brighton & Hove Albion,Netherlands,jan paul van hecke
318508,Brighton & Hove Albion,1237,Olivier Boscagli,Centre-Back,€15.00m,21,https://www.transfermarkt.com/olivier-boscagli/profil/spieler/318508,1997-11-18,,181.0,,Defender - Centre-Back,left,Brighton & Hove Albion,"France
  Monaco",olivier boscagli
380350,Brighton & Hove Albion,1237,Igor Julio,Centre-Back,€12.00m,3,https://www.transfermarkt.com/igor-julio/profil/spieler/380350,1998-02-07,,188.0,,Defender - Centre-Back,left,Brighton & Hove Albion,Brazil,igor julio
212847,Brighton & Hove Albion,1237,Adam Webster,Centre-Back,€5.00m,4,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,1995-01-04,,190.0,,Defender - Centre-Back,right,Brighton & Hove Albion,England,adam webster
148153,Brighton & Hove Albion,1237,Lewis Dunk,Centre-Back,€4.00m,5,https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153,1991-11-21,,192.0,,Defender - Centre-Back,right,Brighton & Hove Albion,England,lewis dunk
369316,Brighton & Hove Albion,1237,Ferdi Kadıoğlu,Left-Back,€30.00m,24,https://www.transfermarkt.com/ferdi-kadioglu/profil/spieler/369316,1999-10-07,,174.0,,Defender - Left-Back,right,Brighton & Hove Albion,"Türkiye
  Netherlands",ferdi kadioglu
429915,Brighton & Hove Albion,1237,Maxim De Cuyper,Left-Back,€22.00m,29,https://www.transfermarkt.com/maxim-de-cuyper/profil/spieler/429915,2000-12-22,,182.0,,Defender - Left-Back,left,Brighton & Hove Albion,Belgium,maxim de cuyper
415381,Brighton & Hove Albion,1237,Mats Wieffer,Right-Back,€25.00m,27,https://www.transfermarkt.com/mats-wieffer/profil/spieler/415381,1999-11-16,,188.0,,Defender - Right-Back,right,Brighton & Hove Albion,Netherlands,mats wieffer
111195,Brighton & Hove Albion,1237,Joël Veltman,Right-Back,€2.50m,34,https://www.transfermarkt.com/joel-veltman/profil/spieler/111195,1992-01-15,,184.0,,Defender - Right-Back,right,Brighton & Hove Albion,Netherlands,joel veltman
973085,Brighton & Hove Albion,1237,Carlos Baleba,Defensive Midfield,€55.00m,17,https://www.transfermarkt.com/carlos-baleba/profil/spieler/973085,2004-01-03,,179.0,,Midfield - Defensive Midfield,left,Brighton & Hove Albion,Cameroon,carlos baleba
867688,Brighton & Hove Albion,1237,Jack Hinshelwood,Defensive Midfield,€22.00m,13,https://www.transfermarkt.com/jack-hinshelwood/profil/spieler/867688,2005-04-11,,182.0,,Midfield - Defensive Midfield,right,Brighton & Hove Albion,England,jack hinshelwood
667287,Brighton & Hove Albion,1237,Yasin Ayari,Central Midfield,€30.00m,26,https://www.transfermarkt.com/yasin-ayari/profil/spieler/667287,2003-10-06,,172.0,,Midfield - Central Midfield,right,Brighton & Hove Albion,"Sweden
  Tunisia",yasin ayari
996897,Brighton & Hove Albion,1237,Diego Gómez,Central Midfield,€25.00m,25,https://www.transfermarkt.com/diego-gomez/profil/spieler/996897,2003-03-27,,185.0,,Midfield - Central Midfield,right,Brighton & Hove Albion,Paraguay,diego gomez
406634,Brighton & Hove Albion,1237,Matt O'Riley,Central Midfield,€20.00m,33,https://www.transfermarkt.com/matt-oriley/profil/spieler/406634,2000-11-21,33.0,189.0,,Midfield - Central Midfield,left,Brighton & Hove Albion,"Denmark
  England",matt o'riley
82873,Brighton & Hove Albion,1237,Pascal Groß,Central Midfield,€3.50m,30,https://www.transfermarkt.com/pascal-gross/profil/spieler/82873,1991-06-15,,181.0,,Midfield - Central Midfield,right,Brighton & Hove Albion,Germany,pascal gross
3333,Brighton & Hove Albion,1237,James Milner,Central Midfield,€750k,20,https://www.transfermarkt.com/james-milner/profil/spieler/3333,1986-01-04,,175.0,,Midfield - Central Midfield,right,Brighton & Hove Albion,England,james milner
504849,Brighton & Hove Albion,1237,Kaoru Mitoma,Left Winger,€25.00m,22,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849,1997-05-20,,178.0,,Attack - Left Winger,right,Brighton & Hove Albion,Japan,kaoru mitoma
1012534,Brighton & Hove Albion,1237,Yankuba Minteh,Right Winger,€40.00m,11,https://www.transfermarkt.com/yankuba-minteh/profil/spieler/1012534,2004-07-22,,180.0,,Attack - Right Winger,left,Brighton & Hove Albion,The Gambia,yankuba minteh
209212,Brighton & Hove Albion,1237,Solly March,Right Winger,€2.00m,7,https://www.transfermarkt.com/solly-march/profil/spieler/209212,1994-07-20,,180.0,,Attack - Right Winger,left,Brighton & Hove Albion,England,solly march
538977,Brighton & Hove Albion,1237,Georginio Rutter,Centre-Forward,€30.00m,10,https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977,2002-04-20,,182.0,,Attack - Centre-Forward,left,Brighton & Hove Albion,"France
  Martinique",georginio rutter
1060087,Brighton & Hove Albion,1237,Charalampos Kostoulas,Centre-Forward,€25.00m,19,https://www.transfermarkt.com/charalampos-kostoulas/profil/spieler/1060087,2007-05-30,,185.0,,Attack - Centre-Forward,right,Brighton & Hove Albion,Greece,charalampos kostoulas
950091,Brighton & Hove Albion,1237,Stefanos Tzimas,Centre-Forward,€20.00m,9,https://www.transfermarkt.com/stefanos-tzimas/profil/spieler/950091,2006-01-06,,186.0,,Attack - Centre-Forward,both,Brighton & Hove Albion,Greece,stefanos tzimas
67063,Brighton & Hove Albion,1237,Danny Welbeck,Centre-Forward,€4.00m,18,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,1990-11-26,,185.0,,Attack - Centre-Forward,right,Brighton & Hove Albion,"England
  Ghana",danny welbeck
403151,Chelsea,631,Robert Sánchez,Goalkeeper,€22.00m,1,https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,1997-11-18,,197.0,,Goalkeeper,right,Chelsea FC,"Spain
  England",robert sanchez
585323,Chelsea,631,Filip Jørgensen,Goalkeeper,€15.00m,12,https://www.transfermarkt.com/filip-jorgensen/profil/spieler/585323,2002-04-16,,192.0,,Goalkeeper,right,Chelsea FC,"Denmark
  Sweden",filip jorgensen
656316,Chelsea,631,Gabriel Slonina,Goalkeeper,€3.50m,44,https://www.transfermarkt.com/gabriel-slonina/profil/spieler/656316,2004-05-15,,193.0,,Goalkeeper,right,Chelsea FC U21 (#44),"United States
  Poland",gabriel slonina
731466,Chelsea,631,Teddy Sharman-Lowe,Goalkeeper,€550k,28,https://www.transfermarkt.com/teddy-sharman-lowe/profil/spieler/731466,2003-03-30,,189.0,,Goalkeeper,right,Chelsea FC,England,teddy sharman-lowe
503765,Chelsea,631,James Hillson,Goalkeeper,-,-,https://www.transfermarkt.com/james-hillson/profil/spieler/503765,2001-01-14,,187.0,,Goalkeeper,left,Chelsea FC,England,james hillson
614258,Chelsea,631,Levi Colwill,Centre-Back,€50.00m,6,https://www.transfermarkt.com/levi-colwill/profil/spieler/614258,2003-02-26,,187.0,,Defender - Centre-Back,left,Chelsea FC,England,levi colwill
346314,Chelsea,631,Trevoh Chalobah,Centre-Back,€40.00m,23,https://www.transfermarkt.com/trevoh-chalobah/profil/spieler/346314,1999-07-05,,192.0,,Defender - Centre-Back,right,Chelsea FC,"England
  Sierra Leone",trevoh chalobah
475411,Chelsea,631,Wesley Fofana,Centre-Back,€28.00m,29,https://www.transfermarkt.com/wesley-fofana/profil/spieler/475411,2000-12-17,,188.0,,Defender - Centre-Back,right,Chelsea FC,"France
  Cote d'Ivoire",wesley fofana
910905,Chelsea,631,Mamadou Sarr,Centre-Back,€25.00m,19,https://www.transfermarkt.com/mamadou-sarr/profil/spieler/910905,2005-08-29,,194.0,,Defender - Centre-Back,right,Chelsea FC,"Senegal
  France",mamadou sarr
258878,Chelsea,631,Tosin Adarabioyo,Centre-Back,€18.00m,4,https://www.transfermarkt.com/tosin-adarabioyo/profil/spieler/258878,1997-09-24,,197.0,,Defender - Centre-Back,right,Chelsea FC,"England
  Nigeria",tosin adarabioyo
463603,Chelsea,631,Benoît Badiashile,Centre-Back,€18.00m,5,https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603,2001-03-26,,194.0,,Defender - Centre-Back,left,Chelsea FC,"France
  DR Congo",benoit badiashile
284857,Chelsea,631,Marc Cucurella,Left-Back,€50.00m,3,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,1998-07-22,,173.0,,Defender - Left-Back,left,Chelsea FC,Spain,marc cucurella
904802,Chelsea,631,Jorrel Hato,Left-Back,€35.00m,21,https://www.transfermarkt.com/jorrel-hato/profil/spieler/904802,2006-03-07,,182.0,,Defender - Left-Back,left,Chelsea FC,"Netherlands
  Curacao",jorrel hato
746833,Chelsea,631,Caleb Wiley,Left-Back,€8.00m,-,https://www.transfermarkt.com/caleb-wiley/profil/spieler/746833,2004-12-22,,180.0,,Defender - Left-Back,left,Chelsea FC,United States,caleb wiley
472423,Chelsea,631,Reece James,Right-Back,€60.00m,24,https://www.transfermarkt.com/reece-james/profil/spieler/472423,1999-12-08,,180.0,,Defender - Right-Back,right,Chelsea FC,England,reece james
620322,Chelsea,631,Malo Gusto,Right-Back,€35.00m,27,https://www.transfermarkt.com/malo-gusto/profil/spieler/620322,2003-05-19,,178.0,,Defender - Right-Back,right,Chelsea FC,"France
  Martinique",malo gusto
